,São Paulo,Porto Alegre,Rio de Janeiro,Campinas,Belo Horizonte,area,rooms,bathroom,parking spaces,floor,isHouse,animal,furniture,y con + alu
8473,1,0,0,0,0,109,4,2,2,13,0,1,0,7656
3371,0,1,0,0,0,46,1,1,1,3,0,1,0,1379
8682,0,0,0,0,1,373,4,5,5,7,0,1,0,17601
1859,0,1,0,0,0,62,2,2,1,10,0,1,0,2080
9418,1,0,0,0,0,45,1,1,0,1,1,0,0,1030
5508,1,0,0,0,0,60,2,2,1,27,0,1,1,3954
6119,0,0,0,0,1,77,2,1,1,2,0,1,1,1360
7318,1,0,0,0,0,200,2,4,3,16,0,1,0,16521
5609,0,0,1,0,0,70,2,2,1,2,0,1,0,1650
3588,0,0,1,0,0,100,3,2,0,1,0,1,0,6800
10244,1,0,0,0,0,123,3,2,2,7,0,0,0,3450
3121,0,1,0,0,0,90,3,1,1,6,0,1,0,2130
387,0,0,0,1,0,87,4,2,2,4,0,1,0,2384
1311,1,0,0,0,0,23,1,1,0,23,0,1,0,2435
1032,0,0,1,0,0,60,2,1,0,7,0,1,0,1628
9634,1,0,0,0,0,60,2,2,1,6,0,1,0,2777
6252,0,0,1,0,0,97,3,2,0,5,0,1,0,3634
4936,0,1,0,0,0,54,2,1,1,2,0,1,0,1050
931,0,1,0,0,0,90,3,2,0,3,0,0,0,1510
4019,1,0,0,0,0,350,4,3,3,1,0,0,1,19459
691,1,0,0,0,0,53,2,2,1,10,0,1,1,4340
6118,1,0,0,0,0,240,4,4,4,5,0,1,0,18700
9717,1,0,0,0,0,166,2,1,5,1,1,1,1,2200
829,1,0,0,0,0,60,2,2,1,14,0,0,0,2660
3498,0,0,0,0,1,80,3,2,1,2,0,1,0,2620
2081,1,0,0,0,0,80,2,1,0,4,0,0,0,2177
9535,1,0,0,0,0,85,2,1,1,1,0,1,0,2000
10095,0,1,0,0,0,96,3,1,0,2,0,1,0,1300
44,1,0,0,0,0,360,4,5,0,1,0,1,0,10410
3939,0,1,0,0,0,98,2,3,2,3,0,1,0,2650
6070,1,0,0,0,0,480,5,7,5,19,0,1,0,14700
5303,0,0,1,0,0,25,1,1,0,2,0,1,1,1362
4319,0,0,1,0,0,40,1,2,0,11,0,1,0,2580
2965,0,1,0,0,0,75,2,2,2,6,0,1,0,2756
3969,1,0,0,0,0,88,2,1,1,3,0,1,0,4200
1187,0,0,0,0,1,40,1,1,1,13,0,1,0,3191
9585,1,0,0,0,0,50,2,1,1,1,0,1,0,2000
6127,1,0,0,0,0,270,3,3,3,1,1,1,0,9240
284,0,0,1,0,0,46,2,1,0,3,0,0,0,1870
9496,1,0,0,0,0,86,1,2,1,13,0,1,1,8300
4159,1,0,0,0,0,51,2,1,1,2,0,1,0,4420
3092,0,0,0,0,1,300,5,4,3,1,1,1,0,15000
6576,1,0,0,0,0,420,3,4,4,1,1,0,0,6000
4556,1,0,0,0,0,45,1,1,1,3,0,0,1,4800
9159,0,0,0,0,1,100,3,2,2,3,0,0,0,2700
4323,1,0,0,0,0,300,4,2,3,1,1,1,0,7182
6349,0,1,0,0,0,78,2,1,0,3,0,1,0,1760
6145,0,0,1,0,0,189,3,2,0,3,0,1,0,5871
3364,0,0,0,1,0,80,3,2,2,14,0,0,0,2504
1404,0,1,0,0,0,90,2,2,0,3,0,1,0,1445
3195,0,0,1,0,0,27,1,1,0,12,0,1,1,2050
5924,1,0,0,0,0,200,4,2,3,1,1,1,1,4500
969,1,0,0,0,0,78,1,2,1,10,0,0,0,3340
3734,1,0,0,0,0,23,1,1,1,26,0,1,0,2820
925,1,0,0,0,0,40,1,1,0,1,0,0,0,980
10156,1,0,0,0,0,60,2,1,1,7,0,1,0,1690
7425,0,0,1,0,0,60,2,1,0,7,0,1,0,1628
4725,0,0,1,0,0,19,1,1,0,3,0,1,0,810
6489,1,0,0,0,0,220,4,4,3,12,0,1,0,8700
2851,1,0,0,0,0,70,3,1,2,1,0,0,1,4082
8830,1,0,0,0,0,69,1,1,1,8,0,1,0,2057
8556,0,1,0,0,0,64,2,2,2,5,0,1,0,2710
7063,0,0,1,0,0,26,1,1,0,1,0,1,0,2100
9488,1,0,0,0,0,88,2,3,2,11,0,1,0,7815
8562,1,0,0,0,0,29,1,1,0,1,0,0,1,1970
4471,1,0,0,0,0,630,4,6,4,1,1,0,0,12300
7144,0,0,0,0,1,92,2,2,2,16,0,1,0,6169
4348,0,0,0,0,1,278,4,4,4,6,0,1,0,14400
9608,1,0,0,0,0,99,2,1,1,1,1,1,0,3650
8608,1,0,0,0,0,145,2,3,2,16,0,1,1,12000
3626,1,0,0,0,0,200,3,5,3,5,0,1,1,5863
1789,1,0,0,0,0,530,4,4,4,4,0,0,0,8857
8868,0,0,1,0,0,70,3,1,1,7,0,1,0,1880
2059,1,0,0,0,0,375,4,5,3,1,1,1,1,9000
8634,0,1,0,0,0,254,3,4,2,1,1,1,0,6150
9932,0,1,0,0,0,35,1,1,0,1,0,1,0,1290
4013,0,0,0,1,0,50,2,1,1,2,0,1,0,1730
1902,0,0,0,0,1,150,4,3,3,5,0,0,0,4500
4686,0,1,0,0,0,80,3,2,1,6,0,0,0,3257
8674,1,0,0,0,0,230,3,2,2,7,0,1,0,3738
4922,1,0,0,0,0,116,4,3,2,8,0,1,0,3440
8618,1,0,0,0,0,85,2,3,1,14,0,1,0,4009
75,1,0,0,0,0,250,4,5,4,6,0,1,0,11850
2345,1,0,0,0,0,339,3,3,4,1,1,1,0,3880
6324,0,0,0,0,1,29,1,1,0,1,0,0,0,1100
430,0,0,0,1,0,48,1,1,0,9,0,1,0,1000
4586,0,0,0,0,1,70,3,2,1,2,0,1,0,1750
5700,0,0,1,0,0,30,1,1,0,20,0,0,0,1000
5815,1,0,0,0,0,30,1,1,1,18,0,0,0,3950
8381,0,0,0,1,0,49,2,1,1,5,0,1,0,1223
8742,1,0,0,0,0,270,4,5,6,1,1,1,0,11000
10634,1,0,0,0,0,115,3,2,2,8,0,1,0,4800
1553,1,0,0,0,0,200,3,3,2,1,1,0,0,6000
240,0,0,0,1,0,58,2,1,1,3,0,1,0,1239
783,0,0,0,0,1,90,3,2,2,2,0,0,0,2530
3066,1,0,0,0,0,462,7,2,3,1,1,0,0,8600
977,1,0,0,0,0,44,1,1,1,6,0,0,0,2571
4905,1,0,0,0,0,55,2,1,1,6,0,1,0,2753
2941,1,0,0,0,0,440,4,4,4,11,0,1,1,15185
6204,0,0,1,0,0,30,1,1,0,9,0,1,1,2404
5453,1,0,0,0,0,49,1,1,0,11,0,1,0,4543
6248,1,0,0,0,0,80,3,1,1,1,0,1,0,2370
1620,1,0,0,0,0,123,3,2,2,11,0,1,0,3516
2146,1,0,0,0,0,70,3,2,1,3,0,1,0,4100
1801,1,0,0,0,0,135,3,2,1,4,0,1,0,4668
2095,1,0,0,0,0,45,1,1,0,22,0,0,0,1365
7925,1,0,0,0,0,80,3,1,1,7,0,1,0,3378
7414,1,0,0,0,0,400,4,6,4,8,0,1,1,14285
1357,1,0,0,0,0,190,2,2,4,1,1,1,0,4200
8694,1,0,0,0,0,170,4,4,3,11,0,1,0,4999
6968,1,0,0,0,0,60,2,1,1,6,0,1,0,2164
8943,0,0,0,1,0,550,3,4,8,1,1,1,0,4600
5850,1,0,0,0,0,69,2,1,1,3,0,1,0,2020
6929,1,0,0,0,0,46,2,1,0,1,0,1,0,1967
10615,1,0,0,0,0,120,3,3,2,1,1,1,0,3500
9384,0,0,0,1,0,43,1,1,1,5,0,1,0,1418
10582,0,1,0,0,0,140,3,2,2,1,1,1,0,4000
1609,1,0,0,0,0,49,1,1,0,12,0,0,1,4243
3096,1,0,0,0,0,74,1,2,2,8,0,1,1,6350
6383,1,0,0,0,0,480,4,5,3,1,1,1,0,6300
2415,1,0,0,0,0,264,3,5,0,1,1,1,0,6000
2017,0,0,1,0,0,75,2,2,1,9,0,1,1,2650
6930,0,0,0,0,1,70,2,1,1,2,0,1,0,1090
4125,0,0,0,0,1,190,2,3,0,1,1,1,0,2500
10479,1,0,0,0,0,35,1,1,1,17,0,1,1,5280
10436,0,0,0,0,1,130,3,2,0,1,1,1,0,2149
3246,0,0,1,0,0,75,2,1,0,3,0,1,0,2788
124,1,0,0,0,0,94,3,3,2,3,0,1,1,6230
8613,1,0,0,0,0,55,1,1,0,13,0,1,0,1577
9987,0,0,0,0,1,128,3,2,2,2,0,1,0,1980
6129,0,0,1,0,0,50,1,1,0,1,1,1,0,1850
840,0,0,0,1,0,48,1,1,0,4,0,0,0,990
9796,1,0,0,0,0,85,2,1,0,1,0,1,0,3820
3341,0,0,0,0,1,65,2,2,0,3,0,1,0,1410
598,1,0,0,0,0,230,4,4,3,5,0,0,0,5064
2123,1,0,0,0,0,150,4,2,2,13,0,0,0,6100
8156,1,0,0,0,0,350,4,6,4,1,1,1,0,10000
7223,0,1,0,0,0,260,2,2,1,4,0,1,0,2170
8102,0,0,0,1,0,78,3,2,2,3,0,1,1,2655
10333,1,0,0,0,0,45,1,1,1,8,0,0,0,2938
2197,1,0,0,0,0,107,3,2,2,1,0,1,0,3722
4051,1,0,0,0,0,42,1,1,1,5,0,1,0,2430
6972,1,0,0,0,0,300,3,6,6,1,1,0,0,5000
3362,0,0,0,1,0,273,4,2,2,4,0,1,1,4570
7883,1,0,0,0,0,48,2,1,1,10,0,1,0,1980
725,1,0,0,0,0,35,1,1,1,6,0,1,0,2642
5688,1,0,0,0,0,255,4,4,3,2,0,1,0,11600
978,1,0,0,0,0,600,5,7,8,1,1,1,1,9000
808,0,0,0,0,1,87,4,2,2,2,0,1,0,1970
7579,0,0,0,0,1,250,4,3,4,2,0,1,0,12745
1475,1,0,0,0,0,69,3,1,1,1,0,1,0,1612
8480,0,0,0,1,0,58,2,2,2,8,0,0,1,3847
4906,1,0,0,0,0,280,4,4,7,1,1,1,1,4890
6832,0,0,0,1,0,308,3,4,4,1,1,1,0,8000
9668,1,0,0,0,0,201,3,5,3,2,0,0,1,12550
4930,0,0,0,0,1,135,4,2,2,2,0,1,0,4750
4542,1,0,0,0,0,58,1,1,1,17,0,1,0,2210
3962,1,0,0,0,0,75,2,1,0,5,0,1,1,2593
7391,1,0,0,0,0,22,1,1,0,7,0,1,0,1850
5657,0,0,0,0,1,70,3,1,0,1,0,1,0,1405
1235,0,0,0,0,1,150,3,3,3,1,1,1,0,5950
1225,0,0,1,0,0,135,3,2,1,6,0,1,0,5950
1764,0,0,1,0,0,108,3,1,1,3,0,0,1,17300
7219,0,0,0,0,1,70,3,1,0,4,0,1,0,1300
8209,0,0,1,0,0,30,1,1,0,8,0,0,1,1957
9408,0,1,0,0,0,42,1,1,0,1,0,1,0,1235
5411,0,0,0,0,1,45,2,1,1,3,0,1,0,1000
3217,0,0,1,0,0,118,2,2,1,6,0,1,0,5550
287,0,0,0,1,0,90,3,2,1,3,0,1,0,2220
5792,0,1,0,0,0,59,2,1,1,4,0,1,1,2190
2966,0,1,0,0,0,281,4,3,4,1,1,1,1,4950
3164,1,0,0,0,0,186,4,2,2,2,0,1,0,4000
8559,1,0,0,0,0,117,3,3,1,13,0,1,0,6120
9511,0,0,1,0,0,450,4,5,3,11,0,0,0,10100
1657,0,0,1,0,0,50,2,1,0,4,0,1,0,1300
1975,0,0,1,0,0,650,5,4,2,9,0,1,0,14718
2397,0,0,0,0,1,46335,4,8,5,11,0,1,1,9460
452,0,0,1,0,0,65,1,1,0,1,1,1,0,2100
2710,1,0,0,0,0,26,1,1,0,4,0,1,1,4700
8009,0,0,1,0,0,52,1,1,0,1,0,0,1,2700
3681,0,1,0,0,0,56,2,2,1,3,0,1,0,1850
422,1,0,0,0,0,86,2,1,1,1,1,1,0,2200
6967,0,0,0,0,1,325,4,3,0,1,1,1,0,9000
5316,1,0,0,0,0,150,3,2,1,1,1,1,0,2500
657,0,0,0,0,1,40,1,1,0,3,0,0,0,1496
3301,1,0,0,0,0,160,3,4,4,1,1,0,0,7000
6733,1,0,0,0,0,139,2,2,1,4,0,1,0,5103
2845,1,0,0,0,0,120,3,2,8,1,1,1,0,3000
9797,1,0,0,0,0,200,2,5,2,2,0,0,1,17448
8404,1,0,0,0,0,58,2,2,1,18,0,1,0,2100
5244,0,1,0,0,0,85,3,2,2,8,0,1,1,4100
1001,1,0,0,0,0,80,3,3,2,4,0,1,1,3374
4198,0,1,0,0,0,18,1,1,0,15,0,1,1,1190
2418,1,0,0,0,0,198,3,2,2,8,0,1,0,4650
875,1,0,0,0,0,150,3,5,2,14,0,1,0,4525
7085,1,0,0,0,0,216,3,4,2,10,0,1,0,8075
3847,1,0,0,0,0,110,2,2,2,1,1,0,0,2700
961,0,1,0,0,0,340,5,4,4,1,1,1,0,4800
1580,0,0,0,0,1,312,4,5,4,15,0,1,0,18150
8693,0,0,0,0,1,200,4,4,4,4,0,1,0,6600
2206,0,1,0,0,0,45,1,1,1,3,0,1,0,1455
7267,1,0,0,0,0,58,2,1,0,9,0,1,1,2177
6772,0,0,0,1,0,60,3,1,1,1,1,0,0,1537
10606,1,0,0,0,0,340,4,3,0,1,1,1,0,5200
4231,1,0,0,0,0,90,3,2,2,15,0,0,0,3030
757,0,0,1,0,0,42,1,1,0,4,0,1,1,3300
4866,1,0,0,0,0,138,2,3,2,22,0,1,0,11300
5406,1,0,0,0,0,78,1,1,1,12,0,1,1,4424
5313,1,0,0,0,0,68,2,2,2,7,0,1,1,8100
2284,0,0,0,1,0,71,2,1,1,7,0,1,0,1647
7672,0,0,0,1,0,32,1,1,0,9,0,0,0,900
7983,1,0,0,0,0,132,3,2,1,11,0,1,0,4427
5309,0,0,1,0,0,270,4,2,1,16,0,0,0,9300
4827,1,0,0,0,0,130,3,1,2,1,1,1,0,3800
7741,1,0,0,0,0,63,2,1,2,12,0,1,0,6700
807,0,0,0,0,1,298,4,3,2,3,0,1,1,2830
6826,1,0,0,0,0,200,4,3,2,10,0,1,1,6900
8524,0,1,0,0,0,180,3,3,2,3,0,1,0,3400
1956,1,0,0,0,0,486,4,6,5,8,0,0,0,9475
2445,1,0,0,0,0,37,1,1,1,3,0,0,1,3785
6769,0,0,0,0,1,180,4,3,4,6,0,0,0,13633
8747,1,0,0,0,0,130,3,2,2,1,1,1,0,5100
9002,1,0,0,0,0,170,6,4,4,1,1,1,0,7200
8744,1,0,0,0,0,60,2,2,1,14,0,1,1,3600
2402,1,0,0,0,0,40,1,2,1,28,0,0,1,6135
7300,1,0,0,0,0,177,3,3,3,4,0,0,0,13000
1073,1,0,0,0,0,217,3,4,1,10,0,1,0,11200
10505,0,0,0,0,1,66,2,1,1,3,0,1,0,1200
4240,0,0,0,0,1,80,3,1,1,1,1,1,0,2800
5436,0,1,0,0,0,106,3,3,1,2,0,1,0,3800
9092,1,0,0,0,0,87,2,3,2,1,0,1,1,4760
2091,1,0,0,0,0,130,3,3,2,7,0,1,0,3050
4527,0,0,0,0,1,70,2,1,1,3,0,1,0,1250
1698,1,0,0,0,0,160,4,3,2,1,1,1,0,3800
7819,1,0,0,0,0,44,1,1,0,3,0,1,0,2614
8972,0,0,0,1,0,74,3,1,1,3,0,1,0,1350
8359,1,0,0,0,0,100,2,3,3,1,1,1,1,8850
9369,1,0,0,0,0,60,2,1,1,5,0,1,1,3900
7868,1,0,0,0,0,60,2,2,1,7,0,1,1,3375
1003,0,1,0,0,0,290,5,5,3,4,0,0,0,9100
9733,0,0,1,0,0,380,3,4,3,13,0,0,1,18000
10272,1,0,0,0,0,50,1,1,0,1,1,0,0,1000
6128,0,0,1,0,0,80,2,3,1,12,0,1,1,5350
4651,0,0,0,0,1,160,3,3,3,1,1,0,0,4500
6135,1,0,0,0,0,30,1,1,0,1,1,0,0,650
1485,0,0,0,1,0,60,3,2,0,2,0,1,0,2712
9873,1,0,0,0,0,33,1,1,1,13,0,0,1,3840
5368,0,0,1,0,0,96,3,2,1,5,0,0,0,3600
1411,0,1,0,0,0,91,2,1,0,2,0,1,0,1666
10086,0,1,0,0,0,78,2,1,0,2,0,1,0,1660
6199,1,0,0,0,0,50,1,1,0,1,1,0,0,750
709,1,0,0,0,0,79,2,2,1,1,0,1,1,2600
5680,0,0,0,0,1,279,4,5,4,1,1,1,0,4500
3603,0,0,0,0,1,70,3,2,2,1,0,1,0,2454
985,0,0,0,0,1,80,3,2,1,2,0,1,0,2213
3076,1,0,0,0,0,230,3,4,3,8,0,0,0,6910
6802,1,0,0,0,0,52,2,1,1,9,0,0,0,1930
5077,1,0,0,0,0,170,3,2,1,5,0,1,0,7360
4101,1,0,0,0,0,65,2,1,0,1,1,0,0,1300
5899,1,0,0,0,0,110,3,2,3,11,0,1,0,3750
2722,1,0,0,0,0,20,1,1,0,1,1,1,1,2402
10010,1,0,0,0,0,70,2,2,0,2,0,1,1,6939
1268,0,0,1,0,0,217,3,3,2,5,0,1,1,12787
2462,0,0,1,0,0,120,3,3,2,9,0,1,0,3750
6302,0,0,1,0,0,185,3,2,1,3,0,1,0,9388
268,1,0,0,0,0,350,4,5,4,15,0,1,1,7290
3580,1,0,0,0,0,59,2,2,1,12,0,1,0,2560
4750,0,0,0,1,0,70,2,3,1,7,0,1,0,3200
6838,1,0,0,0,0,85,2,2,1,13,0,1,0,5601
5698,1,0,0,0,0,64,2,1,2,3,0,1,0,2330
9792,0,1,0,0,0,125,3,2,2,3,0,1,1,8700
8485,1,0,0,0,0,234,3,5,3,17,0,0,1,16750
2821,1,0,0,0,0,78,3,2,2,1,0,1,0,2320
8505,0,1,0,0,0,30,1,1,0,4,0,1,0,960
589,1,0,0,0,0,180,3,4,4,1,1,1,1,4700
6855,1,0,0,0,0,208,3,2,1,5,0,1,0,8749
9614,0,0,1,0,0,50,1,1,1,1,0,1,0,3106
6066,1,0,0,0,0,61,1,1,0,1,0,0,1,3137
7670,1,0,0,0,0,300,4,4,1,11,0,1,0,10200
8489,0,0,1,0,0,80,2,1,0,3,0,0,0,1550
2037,1,0,0,0,0,270,3,4,2,6,0,1,0,9390
6300,1,0,0,0,0,146,3,4,3,20,0,1,1,11540
7255,1,0,0,0,0,790,4,4,2,1,1,1,0,12500
6054,1,0,0,0,0,128,3,4,4,13,0,0,1,9306
2028,1,0,0,0,0,159,4,2,0,3,0,1,0,3964
7845,0,0,0,1,0,140,4,4,2,6,0,1,0,5000
677,0,0,0,1,0,50,1,1,1,8,0,1,0,2470
6637,1,0,0,0,0,90,2,1,0,1,0,0,0,3200
1232,1,0,0,0,0,35,1,1,1,1,0,0,1,3951
5454,0,1,0,0,0,76,3,2,2,6,0,1,0,2350
8981,0,0,0,1,0,82,3,3,2,4,0,1,0,2050
8166,0,0,0,0,1,300,4,4,4,1,1,1,0,6500
5805,0,0,1,0,0,71,3,2,0,1,0,0,0,1750
4856,1,0,0,0,0,300,4,4,2,1,1,1,0,8500
10444,0,0,0,0,1,120,3,2,2,3,0,0,0,1635
2432,1,0,0,0,0,115,3,3,3,1,1,1,0,2400
9313,0,0,0,0,1,78,1,1,1,15,0,0,0,3075
7039,1,0,0,0,0,140,3,3,1,2,0,1,1,4100
9861,1,0,0,0,0,153,3,4,3,17,0,1,1,8300
7371,0,0,1,0,0,49,1,1,0,4,0,1,1,2740
896,0,0,0,0,1,95,3,2,2,1,0,1,0,1610
1611,0,0,0,0,1,78,3,2,2,16,0,1,0,3175
7458,0,0,0,0,1,220,3,4,3,10,0,1,1,8922
5639,1,0,0,0,0,59,2,1,1,1,0,0,0,2190
6678,1,0,0,0,0,180,2,3,3,7,0,1,1,10900
1719,0,0,0,0,1,230,4,3,4,7,0,1,1,18100
3806,1,0,0,0,0,240,5,2,3,1,1,0,0,6500
6932,0,0,0,0,1,40,2,2,1,2,0,0,0,1110
6390,0,1,0,0,0,156,3,2,1,1,1,1,0,1615
4701,0,1,0,0,0,47,1,1,1,1,0,0,1,2600
3961,1,0,0,0,0,98,2,3,3,13,0,0,0,4950
8511,0,1,0,0,0,147,2,3,2,2,0,1,1,8300
8327,0,1,0,0,0,339,3,5,4,11,0,1,1,17000
890,1,0,0,0,0,87,3,2,0,6,0,1,0,3284
5764,0,0,1,0,0,148,3,2,2,1,0,1,0,5422
9636,0,0,1,0,0,80,2,1,1,3,0,1,1,10500
9025,1,0,0,0,0,70,1,1,0,4,0,0,0,1730
6874,0,0,1,0,0,35,1,1,0,1,0,1,1,1850
8314,0,0,0,1,0,62,2,2,2,5,0,1,0,3800
7972,1,0,0,0,0,70,2,1,0,5,0,1,0,2482
7825,0,0,0,0,1,306,4,3,3,10,0,1,0,9701
2799,0,0,0,1,0,64,1,1,0,3,0,1,0,1780
584,1,0,0,0,0,160,3,3,2,3,0,1,0,12700
3268,1,0,0,0,0,240,3,3,4,1,1,1,1,8000
3932,0,1,0,0,0,60,2,2,0,3,0,1,0,1485
4965,1,0,0,0,0,480,4,6,3,1,1,1,0,10000
1260,0,0,1,0,0,110,3,3,1,6,0,0,0,2300
6837,1,0,0,0,0,107,2,2,2,18,0,1,1,14600
310,1,0,0,0,0,81,3,2,1,4,0,1,0,1714
1716,0,0,1,0,0,110,3,2,1,4,0,1,0,4050
5702,1,0,0,0,0,253,3,5,5,9,0,1,0,9510
7145,0,0,1,0,0,72,2,1,1,3,0,1,0,1100
10525,0,0,0,1,0,55,1,1,1,2,0,1,0,1063
4668,0,1,0,0,0,70,2,1,1,11,0,1,0,1750
4298,1,0,0,0,0,100,3,2,1,3,0,1,0,3920
3783,1,0,0,0,0,93,2,1,1,4,0,0,1,6485
1008,0,0,0,1,0,55,1,1,1,2,0,1,0,1195
8929,1,0,0,0,0,35,1,1,0,1,0,0,0,1555
2185,1,0,0,0,0,240,3,2,0,7,0,1,1,8217
3623,1,0,0,0,0,44,1,1,0,10,0,1,0,2970
8091,1,0,0,0,0,93,2,2,2,3,0,1,0,4300
8384,1,0,0,0,0,298,4,4,3,6,0,1,0,12356
10345,1,0,0,0,0,228,3,4,3,12,0,0,1,5937
8539,0,0,1,0,0,65,2,2,0,1,1,0,0,1305
6391,1,0,0,0,0,179,3,2,1,3,0,1,0,6857
4834,1,0,0,0,0,40,1,1,0,1,0,1,0,900
6875,1,0,0,0,0,192,3,1,0,1,1,0,0,1560
4756,1,0,0,0,0,20,1,1,0,4,0,1,1,2402
10354,1,0,0,0,0,400,4,4,3,1,1,1,0,10000
90,1,0,0,0,0,254,4,4,4,7,0,1,0,12366
6876,1,0,0,0,0,250,5,5,0,1,1,1,0,4500
7386,0,0,0,0,1,202,3,2,5,1,1,1,0,5500
1326,0,0,1,0,0,80,2,1,0,3,0,1,0,2677
6458,1,0,0,0,0,23,1,1,0,25,0,1,0,2493
8610,0,0,0,1,0,70,2,3,1,7,0,1,0,3200
2117,1,0,0,0,0,350,4,5,2,1,1,0,1,7500
2937,1,0,0,0,0,300,4,4,3,1,1,1,0,15250
7410,0,0,1,0,0,20,1,1,0,10,0,1,1,2364
983,0,0,0,1,0,50,1,1,1,7,0,0,1,3206
8413,1,0,0,0,0,73,2,2,1,12,0,1,0,1950
7949,0,1,0,0,0,25,1,1,0,4,0,1,0,1115
9200,0,0,1,0,0,42,1,1,0,9,0,1,1,2482
2925,0,0,1,0,0,121,1,1,0,1,0,1,0,8800
9463,0,0,0,1,0,48,2,1,0,2,0,1,0,950
3214,1,0,0,0,0,32,1,1,1,18,0,0,1,5100
7420,0,0,0,0,1,126,4,2,2,1,0,1,0,2930
7630,1,0,0,0,0,320,4,4,5,1,1,1,0,15000
6690,1,0,0,0,0,30,1,1,0,1,1,0,0,850
8088,1,0,0,0,0,120,3,2,2,5,0,1,0,3400
5649,1,0,0,0,0,169,4,4,4,9,0,1,0,8250
627,0,0,0,0,1,142,4,3,2,3,0,1,0,3600
6321,1,0,0,0,0,255,4,4,3,13,0,1,1,11900
4947,0,0,1,0,0,67,2,1,0,2,0,1,0,2090
5080,0,0,0,0,1,183,4,4,4,8,0,1,0,10995
4244,1,0,0,0,0,125,2,2,1,1,1,1,0,1570
5912,0,0,1,0,0,77,2,1,0,5,0,1,0,1905
4765,1,0,0,0,0,35,1,1,0,5,0,0,0,2140
1601,1,0,0,0,0,95,3,2,3,20,0,0,0,3187
10263,1,0,0,0,0,250,4,4,4,4,0,1,0,11350
1269,1,0,0,0,0,290,4,4,0,1,1,1,0,6800
128,1,0,0,0,0,68,2,1,1,5,0,1,0,2010
9905,0,1,0,0,0,75,3,2,1,2,0,1,0,1740
1711,0,0,0,0,1,125,4,2,2,1,0,0,0,3200
4182,1,0,0,0,0,70,2,2,1,8,0,0,1,5040
7441,0,0,1,0,0,480,4,7,3,14,0,0,1,9300
4235,0,0,0,1,0,50,2,1,1,3,0,1,0,1470
5990,0,0,1,0,0,119,3,3,2,7,0,1,0,4200
2398,0,0,0,0,1,700,3,3,8,1,1,1,0,10000
9924,0,0,1,0,0,154,3,2,0,2,0,1,1,13200
6975,0,0,1,0,0,62,2,1,0,3,0,1,0,1805
9003,0,0,0,0,1,85,2,1,1,1,0,0,0,2885
1186,0,0,0,1,0,45,1,1,0,4,0,1,0,990
6925,0,0,0,0,1,70,3,1,1,3,0,1,0,990
10585,1,0,0,0,0,70,3,1,1,1,0,1,0,1882
7216,1,0,0,0,0,50,2,1,1,25,0,1,1,4328
1977,0,0,0,0,1,100,4,2,3,10,0,1,0,3627
5314,1,0,0,0,0,41,1,1,0,17,0,1,1,2920
10570,0,0,0,1,0,55,1,1,0,1,0,1,0,976
4247,1,0,0,0,0,87,3,2,3,3,0,1,0,2214
8497,1,0,0,0,0,119,2,1,1,1,1,0,0,1700
915,0,1,0,0,0,600,5,4,5,1,1,1,1,12000
1305,0,0,0,0,1,120,3,2,2,2,0,1,0,1850
7592,0,0,0,0,1,506,4,5,0,1,1,1,0,8000
3049,1,0,0,0,0,202,4,3,4,5,0,1,0,16308
10182,0,0,1,0,0,56,2,1,1,4,0,1,0,1785
1273,0,0,0,1,0,180,4,3,2,1,1,1,0,5398
8688,1,0,0,0,0,275,3,5,6,1,1,1,1,13000
2796,1,0,0,0,0,120,3,2,2,1,1,1,0,3110
1398,1,0,0,0,0,20,1,1,0,4,0,1,1,2402
3358,1,0,0,0,0,30,1,1,0,3,0,0,0,1260
183,1,0,0,0,0,39,1,1,0,8,0,1,0,1580
5831,1,0,0,0,0,170,3,2,1,12,0,1,1,7200
6562,0,0,0,0,1,180,4,2,1,3,0,1,1,4380
9936,1,0,0,0,0,150,3,1,2,1,1,1,0,3600
6137,1,0,0,0,0,18,1,1,0,1,1,1,0,1720
9457,1,0,0,0,0,292,4,3,3,8,0,1,1,14180
9107,0,0,0,0,1,136,3,3,2,6,0,1,0,2930
4567,1,0,0,0,0,53,1,1,0,3,0,0,0,1850
9197,0,0,0,1,0,46,2,1,1,3,0,1,0,1220
9410,0,1,0,0,0,110,2,2,1,1,0,1,0,1703
2656,0,0,0,0,1,72,3,1,1,3,0,0,0,1200
9147,0,0,0,1,0,35,1,1,0,1,1,1,0,1600
10612,1,0,0,0,0,240,3,4,3,1,1,1,0,7640
1961,1,0,0,0,0,62,3,2,1,5,0,1,0,2887
4992,0,1,0,0,0,42,1,1,1,11,0,1,0,3072
4891,1,0,0,0,0,34,1,1,1,7,0,1,1,4310
7346,1,0,0,0,0,145,3,4,3,10,0,0,0,4150
10135,0,0,0,0,1,227,3,4,1,12,0,0,0,3950
7964,0,0,1,0,0,60,1,1,1,12,0,0,1,4262
10664,0,0,1,0,0,310,3,2,0,5,0,0,0,8500
7856,1,0,0,0,0,188,3,4,3,1,0,1,0,7600
1251,1,0,0,0,0,196,3,5,3,3,0,1,1,11778
3176,0,0,0,1,0,75,2,1,2,1,0,1,0,1635
5072,1,0,0,0,0,39,1,1,1,24,0,0,1,4800
3359,1,0,0,0,0,251,4,4,3,10,0,1,0,6900
6030,1,0,0,0,0,92,1,2,1,6,0,1,0,3820
