,São Paulo,Porto Alegre,Rio de Janeiro,Campinas,Belo Horizonte,area,rooms,bathroom,parking spaces,floor,isHouse,animal,furniture,y con + alu
2415,1,0,0,0,0,264,3,5,0,1,1,1,0,6000
5261,0,0,1,0,0,64,2,1,0,8,0,1,1,3650
10117,1,0,0,0,0,56,2,1,1,13,0,1,0,3120
3062,1,0,0,0,0,84,2,2,2,20,0,0,1,10850
7974,0,0,1,0,0,75,2,1,0,1,1,0,0,2000
2244,1,0,0,0,0,100,2,2,0,1,1,1,0,2500
8792,1,0,0,0,0,119,3,2,1,7,0,1,0,4511
5245,0,1,0,0,0,170,2,2,0,19,0,1,1,3500
2566,0,1,0,0,0,68,2,2,1,2,0,1,0,2200
4935,0,0,1,0,0,90,3,2,1,5,0,1,0,2473
5767,1,0,0,0,0,45,1,1,1,3,0,1,0,3720
6518,1,0,0,0,0,160,3,2,0,12,0,1,0,5139
7642,1,0,0,0,0,53,2,1,1,11,0,1,0,3453
3093,0,1,0,0,0,75,2,2,2,4,0,1,0,2150
1537,1,0,0,0,0,126,2,3,1,9,0,1,1,12000
6435,1,0,0,0,0,254,3,5,4,18,0,1,0,12000
8782,0,0,1,0,0,25,1,1,1,4,0,1,0,4655
5153,1,0,0,0,0,300,4,5,1,8,0,1,1,12250
1443,0,0,1,0,0,190,4,3,2,17,0,1,1,11800
9580,0,0,0,1,0,45,1,1,1,4,0,0,0,1267
8638,1,0,0,0,0,400,4,5,3,1,1,0,0,15000
10558,1,0,0,0,0,320,3,5,8,1,1,0,0,9000
3973,1,0,0,0,0,70,2,1,0,1,1,1,0,1300
7395,0,0,0,1,0,51,1,1,0,3,0,1,0,1226
10585,1,0,0,0,0,70,3,1,1,1,0,1,0,1882
8478,1,0,0,0,0,50,2,1,1,5,0,1,1,1605
6508,0,1,0,0,0,42,2,1,0,1,1,1,0,860
5483,1,0,0,0,0,77,2,1,1,14,0,1,0,5480
5689,0,0,0,1,0,55,1,2,1,4,0,0,0,1698
8743,1,0,0,0,0,85,2,1,1,1,0,0,0,1739
8548,0,0,0,1,0,55,1,1,0,4,0,1,0,990
9362,1,0,0,0,0,49,2,1,1,2,0,1,0,1488
4438,1,0,0,0,0,200,3,3,1,5,0,1,0,4950
2732,1,0,0,0,0,67,2,1,0,3,0,1,0,1685
5287,0,0,0,1,0,80,3,2,2,12,0,1,0,3060
8481,1,0,0,0,0,198,3,4,3,13,0,1,1,10699
10451,1,0,0,0,0,900,5,5,5,1,1,0,0,15000
435,1,0,0,0,0,230,3,3,0,9,0,1,1,6700
2870,1,0,0,0,0,485,5,6,6,23,0,1,0,18709
3658,0,0,0,0,1,90,3,2,2,3,0,1,0,2022
10551,0,0,0,1,0,52,1,1,1,3,0,1,1,3730
4854,0,0,0,0,1,300,3,2,1,2,0,1,0,2900
8002,1,0,0,0,0,127,4,3,0,11,0,0,0,6454
1514,0,0,1,0,0,78,2,1,0,5,0,1,0,2450
7976,0,0,1,0,0,92,2,2,0,2,0,1,1,3700
1349,1,0,0,0,0,50,1,1,0,6,0,1,1,2880
8657,1,0,0,0,0,58,2,1,1,4,0,0,1,3129
642,1,0,0,0,0,53,2,1,1,7,0,1,0,4650
5277,1,0,0,0,0,28,1,1,0,5,0,1,1,2019
3490,1,0,0,0,0,36,1,1,1,13,0,1,0,2100
9747,1,0,0,0,0,54,2,2,1,12,0,1,0,3754
4265,0,0,0,0,1,33,1,1,1,3,0,1,0,1770
4946,1,0,0,0,0,65,2,2,1,11,0,1,1,2243
6312,1,0,0,0,0,44,1,1,0,1,0,1,0,1500
1338,0,0,1,0,0,50,1,1,1,5,0,1,0,1100
4885,0,0,1,0,0,104,3,2,1,6,0,1,0,3577
3247,1,0,0,0,0,58,2,2,1,6,0,1,0,5150
7320,1,0,0,0,0,110,3,2,2,2,0,1,0,6334
6807,0,1,0,0,0,160,3,3,3,8,0,1,1,11150
1497,0,1,0,0,0,71,2,1,0,2,0,1,0,1500
3920,0,0,0,0,1,350,4,5,5,12,0,1,1,7500
3205,1,0,0,0,0,70,2,1,1,1,1,1,0,2160
2481,0,0,0,1,0,42,1,1,1,16,0,0,0,2472
3780,1,0,0,0,0,34,1,1,0,12,0,1,1,2970
10138,1,0,0,0,0,20,1,1,0,1,1,1,1,2402
3519,1,0,0,0,0,65,2,1,1,3,0,1,0,3850
2984,1,0,0,0,0,95,3,2,1,7,0,1,0,3150
496,0,1,0,0,0,125,4,2,0,7,0,1,0,2638
560,0,0,0,0,1,260,5,3,3,12,0,1,0,6000
1502,0,0,1,0,0,82,3,2,2,4,0,1,0,3167
4222,0,0,0,0,1,500,5,4,4,1,1,1,0,7000
3065,1,0,0,0,0,208,4,4,3,1,0,1,1,10860
1331,1,0,0,0,0,347,4,7,6,1,1,1,0,8900
6956,0,0,0,1,0,50,1,1,0,1,1,1,0,940
4357,1,0,0,0,0,78,2,2,1,2,0,1,1,8500
4677,1,0,0,0,0,400,4,5,3,3,0,1,1,10670
5924,1,0,0,0,0,200,4,2,3,1,1,1,1,4500
8711,0,1,0,0,0,38,1,1,0,2,0,1,0,1135
2524,0,0,1,0,0,74,3,1,0,1,1,1,0,1600
6827,0,0,0,1,0,54,1,2,1,6,0,1,1,3900
4858,1,0,0,0,0,45,2,2,0,1,1,0,0,1650
3489,0,0,0,1,0,69,2,2,1,14,0,1,0,2125
6998,1,0,0,0,0,136,3,4,3,4,0,0,0,5046
6456,1,0,0,0,0,50,2,2,1,9,0,1,0,2190
10193,0,0,0,1,0,100,4,2,1,1,1,1,0,1600
7106,0,1,0,0,0,72,2,2,1,2,0,1,0,1600
9016,1,0,0,0,0,53,2,1,1,7,0,0,0,1800
1232,1,0,0,0,0,35,1,1,1,1,0,0,1,3951
406,1,0,0,0,0,378,5,5,4,4,0,1,0,7000
3032,1,0,0,0,0,282,4,4,3,19,0,1,1,13100
9652,1,0,0,0,0,50,1,1,0,1,1,0,0,1250
6969,0,1,0,0,0,238,4,3,1,5,0,1,1,5450
2835,1,0,0,0,0,400,4,5,4,1,1,1,0,14413
3854,1,0,0,0,0,30,1,1,0,15,0,0,0,2350
4199,0,0,0,1,0,76,3,1,1,8,0,0,0,1584
10278,0,1,0,0,0,45,1,1,1,9,0,0,1,4380
1471,1,0,0,0,0,130,3,4,2,3,0,0,1,4500
940,1,0,0,0,0,300,3,2,0,1,1,1,1,8300
9012,1,0,0,0,0,330,1,3,8,1,1,1,0,3147
7036,0,1,0,0,0,120,3,3,0,7,0,1,1,8626
2610,1,0,0,0,0,300,4,5,4,19,0,1,0,6950
5965,1,0,0,0,0,90,2,2,0,1,0,1,1,3520
6248,1,0,0,0,0,80,3,1,1,1,0,1,0,2370
6167,0,0,1,0,0,25,1,1,0,2,0,1,0,790
2800,0,0,1,0,0,70,3,2,1,7,0,1,0,3392
8649,1,0,0,0,0,230,4,4,4,1,0,1,1,15800
8691,0,0,0,0,1,170,3,4,4,13,0,1,0,9978
4204,1,0,0,0,0,180,3,2,1,4,0,1,0,5300
883,1,0,0,0,0,170,2,2,5,1,1,1,0,5500
6118,1,0,0,0,0,240,4,4,4,5,0,1,0,18700
6579,1,0,0,0,0,645,5,8,8,1,1,1,0,15000
8723,1,0,0,0,0,90,2,1,0,1,1,1,0,2400
7334,1,0,0,0,0,98,2,3,2,8,0,1,1,10407
9931,0,0,1,0,0,80,2,1,0,2,0,0,0,2930
7352,1,0,0,0,0,208,4,5,2,2,0,1,0,9900
6989,1,0,0,0,0,72,3,2,1,3,0,0,0,2540
4105,1,0,0,0,0,110,3,2,2,10,0,1,0,3790
6624,0,0,0,0,1,360,5,2,2,1,0,1,0,5150
9318,0,0,0,0,1,65,3,1,1,2,0,1,1,1275
10157,0,0,1,0,0,67,3,2,0,1,0,0,0,3912
7501,1,0,0,0,0,50,2,1,1,10,0,1,0,1894
4349,1,0,0,0,0,113,2,2,1,6,0,1,0,4000
6305,1,0,0,0,0,195,3,3,2,1,1,1,0,2990
2918,1,0,0,0,0,50,1,1,0,1,1,0,0,750
8086,0,0,1,0,0,50,1,1,0,1,0,1,0,2068
8821,1,0,0,0,0,46,1,1,0,1,0,1,1,2150
10097,1,0,0,0,0,41,1,1,1,16,0,1,1,3175
8117,1,0,0,0,0,400,4,4,4,1,1,1,0,8500
7971,1,0,0,0,0,300,4,7,3,1,1,0,1,7000
271,1,0,0,0,0,260,3,5,4,12,0,1,0,8227
4148,1,0,0,0,0,74,2,2,0,10,0,1,0,2260
9646,0,0,0,0,1,175,3,2,2,9,0,1,0,3296
5312,0,0,1,0,0,50,2,2,1,6,0,1,0,1800
10539,0,0,0,1,0,144,3,2,3,1,1,1,0,4890
5141,1,0,0,0,0,78,1,1,0,2,0,1,0,2942
9804,0,0,1,0,0,145,3,3,0,5,0,1,0,5500
41,1,0,0,0,0,240,3,2,3,1,1,1,0,3500
7525,0,0,0,1,0,38,1,1,1,9,0,1,0,1240
5418,0,0,1,0,0,60,2,2,0,7,0,1,0,5300
10092,1,0,0,0,0,360,3,5,3,14,0,0,0,15500
5785,0,0,0,0,1,184,5,3,2,3,0,1,0,2930
10125,1,0,0,0,0,230,2,1,8,1,1,1,0,4500
5151,1,0,0,0,0,100,3,2,1,1,1,1,0,3500
5530,1,0,0,0,0,234,3,4,4,14,0,1,0,5310
5224,1,0,0,0,0,130,3,2,1,6,0,1,0,7050
4310,1,0,0,0,0,60,1,1,1,7,0,1,1,3800
4964,1,0,0,0,0,31,1,1,0,6,0,1,0,2814
7332,0,0,0,0,1,275,5,4,2,1,1,1,0,9000
4058,1,0,0,0,0,70,1,2,2,3,0,1,1,5500
8596,0,0,0,1,0,60,1,2,1,10,0,1,0,1968
8866,1,0,0,0,0,78,2,2,2,8,0,1,1,7200
10012,0,0,1,0,0,90,2,2,0,5,0,1,0,5400
6028,1,0,0,0,0,100,2,1,1,1,1,1,0,1690
6711,0,0,0,0,1,90,4,3,1,2,0,1,0,1100
7367,0,0,1,0,0,30,1,1,0,2,0,1,1,1813
4193,1,0,0,0,0,155,1,1,2,1,0,0,1,7452
1515,1,0,0,0,0,55,2,1,2,4,0,0,0,1760
9147,0,0,0,1,0,35,1,1,0,1,1,1,0,1600
4082,1,0,0,0,0,325,3,5,0,3,0,1,1,10085
6901,0,0,0,1,0,90,2,1,0,1,1,0,0,1700
1773,0,0,0,1,0,87,3,1,1,6,0,1,0,1930
4786,1,0,0,0,0,150,3,4,0,4,0,1,0,7100
3333,1,0,0,0,0,120,3,3,1,4,0,1,0,3885
884,0,0,0,1,0,184,4,3,4,1,1,1,0,3240
341,0,0,0,1,0,80,3,2,1,2,0,1,0,2020
7617,0,0,1,0,0,160,3,1,0,3,0,0,0,6550
8222,1,0,0,0,0,190,3,2,1,8,0,1,1,6680
4891,1,0,0,0,0,34,1,1,1,7,0,1,1,4310
491,0,0,0,1,0,38,1,1,1,9,0,1,0,1240
1027,1,0,0,0,0,300,3,4,7,1,1,0,0,4340
4414,1,0,0,0,0,160,2,3,2,1,1,1,0,15950
6965,1,0,0,0,0,70,2,2,1,1,1,1,0,2100
5734,1,0,0,0,0,17,1,1,0,1,0,0,1,2400
2784,0,1,0,0,0,100,3,2,1,6,0,1,0,3174
5496,1,0,0,0,0,336,4,6,5,5,0,1,0,12450
1673,1,0,0,0,0,87,3,2,4,14,0,1,0,2800
3896,1,0,0,0,0,180,3,3,1,14,0,1,0,6680
1380,1,0,0,0,0,42,1,1,0,2,0,1,0,3330
9227,0,0,0,0,1,240,4,3,4,3,0,1,0,9877
6709,0,0,0,1,0,70,3,1,1,1,0,1,0,1255
10367,1,0,0,0,0,159,3,2,1,7,0,0,0,5463
5331,1,0,0,0,0,300,4,5,5,6,0,0,0,5490
824,0,1,0,0,0,67,2,1,0,3,0,1,0,1853
6448,1,0,0,0,0,77,2,1,1,5,0,1,0,3086
4629,1,0,0,0,0,83,3,2,1,9,0,0,1,4105
4376,1,0,0,0,0,100,2,1,2,1,1,1,0,3200
4958,1,0,0,0,0,249,4,2,2,1,1,1,0,4300
580,1,0,0,0,0,260,3,4,4,1,1,1,0,4500
8909,1,0,0,0,0,79,2,1,0,1,1,1,0,2050
6444,1,0,0,0,0,270,3,4,3,4,0,1,1,11200
7936,1,0,0,0,0,220,3,4,2,1,1,1,0,4800
9069,0,1,0,0,0,126,3,1,1,4,0,1,0,3337
10317,1,0,0,0,0,330,4,5,5,22,0,0,0,9211
9627,0,1,0,0,0,92,2,2,1,8,0,0,1,2700
9988,0,0,0,0,1,250,2,3,2,1,1,1,0,3500
7005,0,0,0,0,1,100,3,2,1,1,1,1,1,2100
10211,1,0,0,0,0,85,2,1,0,4,0,1,1,2810
5692,0,1,0,0,0,55,2,2,0,4,0,1,0,1690
8145,1,0,0,0,0,245,3,5,4,3,0,1,1,12300
8087,0,0,1,0,0,36,1,1,0,5,0,1,0,2987
7784,0,1,0,0,0,72,2,1,0,23,0,1,0,1700
8402,0,1,0,0,0,70,1,2,0,1,1,0,0,1500
945,1,0,0,0,0,300,5,5,2,1,1,1,0,4000
7694,1,0,0,0,0,30,1,1,0,1,0,0,0,900
4135,0,0,1,0,0,62,2,1,0,3,0,1,0,3222
3354,1,0,0,0,0,276,4,5,4,1,1,1,0,4900
1390,1,0,0,0,0,33,1,1,1,7,0,0,1,4230
3599,1,0,0,0,0,300,3,5,4,1,1,1,0,6500
6016,1,0,0,0,0,34,1,1,0,10,0,1,0,1730
7042,1,0,0,0,0,165,3,3,4,9,0,1,0,7000
865,1,0,0,0,0,250,3,3,6,1,1,1,0,4250
439,0,1,0,0,0,55,1,1,0,14,0,1,0,1720
1448,0,0,0,1,0,110,3,3,2,1,1,1,0,4260
66,1,0,0,0,0,61,2,1,1,4,0,1,0,2309
2526,0,1,0,0,0,41,1,2,1,6,0,1,0,2800
9242,1,0,0,0,0,38,1,1,0,1,0,1,1,3330
1354,1,0,0,0,0,284,3,2,2,9,0,1,1,8900
7863,0,1,0,0,0,36,2,1,1,2,0,1,0,1720
614,1,0,0,0,0,40,1,1,0,1,1,0,0,600
6714,1,0,0,0,0,160,2,3,0,1,1,1,0,4300
5407,1,0,0,0,0,82,2,2,1,2,0,1,0,3950
8085,1,0,0,0,0,67,2,1,1,13,0,0,0,2426
5437,0,0,0,1,0,137,3,4,2,2,0,1,0,4976
6896,1,0,0,0,0,90,2,3,1,1,1,1,0,2570
4412,1,0,0,0,0,100,2,2,1,1,1,1,0,4800
3180,1,0,0,0,0,47,2,1,1,12,0,1,0,2167
8424,1,0,0,0,0,109,3,2,1,2,0,1,0,6750
4776,1,0,0,0,0,172,3,4,3,1,0,1,0,9596
4187,0,0,0,0,1,284,5,2,3,1,1,1,0,4500
107,0,0,0,1,0,284,4,3,3,4,0,1,0,8340
8331,0,1,0,0,0,156,3,1,0,2,0,1,0,2100
2838,1,0,0,0,0,160,3,2,2,1,1,0,0,3500
8474,0,0,1,0,0,26,1,1,0,8,0,0,0,1585
3201,0,0,1,0,0,154,3,3,1,5,0,1,0,6450
9893,0,0,1,0,0,157,3,3,2,10,0,1,0,5420
10219,1,0,0,0,0,50,2,1,1,10,0,1,0,1782
6297,0,0,1,0,0,86,2,2,1,1,0,0,1,7000
10262,1,0,0,0,0,82,3,2,2,6,0,1,1,3720
8757,0,0,1,0,0,186,3,4,2,5,0,1,0,16000
9150,1,0,0,0,0,273,3,5,4,5,0,1,0,13595
699,1,0,0,0,0,179,3,3,0,9,0,0,1,13828
1132,1,0,0,0,0,55,1,1,1,10,0,1,1,4110
841,1,0,0,0,0,164,3,3,1,3,0,1,1,10795
231,1,0,0,0,0,53,1,1,1,3,0,1,0,5084
5023,1,0,0,0,0,170,3,2,1,14,0,1,1,6200
2635,1,0,0,0,0,50,1,1,1,1,1,0,0,900
10003,1,0,0,0,0,32,1,1,0,1,0,1,0,2390
8096,0,0,0,1,0,50,1,1,0,8,0,1,0,850
8602,1,0,0,0,0,320,5,5,4,4,0,1,0,11300
2871,1,0,0,0,0,61,1,2,1,14,0,0,0,2374
6431,1,0,0,0,0,171,3,3,1,13,0,1,0,7495
4804,1,0,0,0,0,63,3,2,1,8,0,1,0,3740
8826,0,0,0,0,1,45,2,1,1,4,0,1,1,1480
7483,1,0,0,0,0,100,3,2,2,6,0,0,0,3200
8696,1,0,0,0,0,31,1,1,0,3,0,0,1,2271
1772,0,0,0,1,0,54,1,1,1,6,0,0,0,1370
1817,1,0,0,0,0,42,1,1,1,12,0,0,1,4212
8511,0,1,0,0,0,147,2,3,2,2,0,1,1,8300
2452,1,0,0,0,0,160,3,3,3,1,1,0,0,7359
1913,0,0,0,0,1,310,4,3,6,1,1,1,0,3100
4383,0,0,1,0,0,44,1,1,0,5,0,1,0,1860
9631,0,1,0,0,0,90,4,2,1,3,0,0,0,2542
5321,1,0,0,0,0,53,2,1,1,4,0,0,1,2950
6347,0,0,1,0,0,125,3,2,1,5,0,1,1,4960
7134,1,0,0,0,0,383,4,5,6,1,1,1,0,12280
5385,0,1,0,0,0,47,1,1,1,10,0,1,0,970
7783,0,0,0,0,1,150,4,2,1,2,0,0,0,2380
5764,0,0,1,0,0,148,3,2,2,1,0,1,0,5422
7619,0,1,0,0,0,79,2,1,0,1,1,1,0,1553
153,0,0,0,0,1,200,3,2,5,1,1,0,0,4000
5937,1,0,0,0,0,70,2,1,1,7,0,1,0,1800
5896,1,0,0,0,0,60,2,2,0,1,1,1,0,1818
4626,0,0,1,0,0,175,4,1,0,1,1,1,0,2146
9339,0,1,0,0,0,46,1,1,1,5,0,0,0,1950
9545,1,0,0,0,0,112,1,2,2,7,0,1,1,8389
3162,0,0,1,0,0,47,1,1,0,2,0,0,0,1706
3885,0,0,0,0,1,75,2,2,1,3,0,1,0,1570
2613,1,0,0,0,0,250,5,6,2,1,1,1,0,9000
9975,1,0,0,0,0,33,1,1,1,19,0,0,1,3813
115,1,0,0,0,0,38,1,1,1,14,0,0,1,4420
9981,1,0,0,0,0,100,3,4,4,1,1,1,0,3600
425,1,0,0,0,0,160,3,1,2,1,1,1,0,5000
46,0,0,0,0,1,100,3,1,0,13,0,0,0,1920
6797,1,0,0,0,0,100,2,1,0,1,1,0,0,2000
3674,1,0,0,0,0,372,5,4,6,1,1,1,0,9200
3430,0,0,1,0,0,80,2,1,0,3,0,1,1,5900
3696,1,0,0,0,0,167,3,4,2,5,0,1,0,5784
1629,0,0,1,0,0,196,3,4,1,11,0,1,0,7000
6496,0,0,0,1,0,128,4,2,1,7,0,0,0,4300
4347,0,1,0,0,0,36,1,1,0,6,0,0,0,1005
979,0,0,0,0,1,53,1,1,0,1,0,1,0,1698
7577,1,0,0,0,0,107,4,3,2,1,0,1,0,4390
7363,1,0,0,0,0,120,3,2,2,1,1,1,0,2000
4422,0,1,0,0,0,96,3,2,2,4,0,1,1,4028
3948,1,0,0,0,0,35,1,1,0,1,0,1,0,874
600,0,0,0,0,1,58,1,1,1,1,1,1,0,1100
9055,1,0,0,0,0,250,4,5,3,1,1,1,0,5000
2183,1,0,0,0,0,68,1,2,1,5,0,1,0,7040
5618,1,0,0,0,0,180,3,3,2,5,0,0,0,4600
1473,1,0,0,0,0,125,2,1,1,11,0,1,0,2700
666,0,0,0,0,1,405,2,3,0,7,0,1,0,7500
5117,0,0,1,0,0,88,2,2,2,3,0,1,0,3457
1461,0,0,1,0,0,180,3,3,0,1,1,1,0,2570
3958,1,0,0,0,0,60,1,1,1,13,0,1,1,4546
8011,0,0,0,0,1,179,3,3,0,10,0,1,0,3450
1196,1,0,0,0,0,70,2,1,1,8,0,0,0,2600
4271,0,0,1,0,0,103,4,3,0,1,1,1,1,2950
10686,1,0,0,0,0,150,3,3,2,8,0,0,1,13500
3662,1,0,0,0,0,20,1,1,0,6,0,1,1,2402
2225,0,0,0,1,0,175,3,2,0,1,1,0,0,2000
2660,1,0,0,0,0,100,3,3,2,6,0,1,0,6750
1052,0,0,1,0,0,55,2,1,0,2,0,1,0,2823
142,0,0,1,0,0,52,2,1,0,2,0,1,0,1400
943,0,0,0,0,1,50,2,1,0,1,1,1,0,850
4894,1,0,0,0,0,90,3,1,1,2,0,0,0,3000
9062,0,0,1,0,0,99,3,2,1,10,0,1,0,4580
8368,0,0,1,0,0,25,1,1,0,4,0,1,1,2340
1912,0,1,0,0,0,40,1,1,0,4,0,1,0,1350
3966,1,0,0,0,0,380,4,5,4,1,1,1,1,10500
1482,1,0,0,0,0,89,3,3,0,9,0,1,1,4540
9648,1,0,0,0,0,260,3,4,3,1,1,1,0,5000
3887,0,0,0,0,1,32,1,1,1,1,0,1,0,910
73,0,0,0,0,1,128,1,1,0,4,0,1,1,2518
7751,0,0,0,0,1,65,2,2,2,3,0,1,0,1930
84,0,0,0,0,1,68,2,1,1,3,0,1,0,1520
1636,0,0,0,1,0,660,5,5,4,1,1,1,0,6400
5071,0,0,0,0,1,66,2,1,1,13,0,1,0,935
7212,1,0,0,0,0,380,4,6,6,11,0,1,1,16500
5932,1,0,0,0,0,35,1,1,0,6,0,1,0,1280
9655,0,0,0,0,1,155,4,1,2,4,0,1,0,3900
7049,1,0,0,0,0,62,2,2,3,7,0,1,0,9890
8776,0,0,1,0,0,57,2,1,0,7,0,1,0,1930
6236,0,0,0,0,1,55,2,1,1,3,0,1,0,1570
9532,1,0,0,0,0,382,4,4,4,5,0,1,0,5390
7157,1,0,0,0,0,182,3,4,3,1,1,1,0,7000
3994,1,0,0,0,0,49,2,1,1,10,0,0,0,1645
4352,0,0,0,1,0,48,2,1,1,4,0,1,0,1108
4282,0,0,1,0,0,50,1,1,1,7,0,1,0,1610
6736,1,0,0,0,0,52,2,1,1,8,0,1,0,3760
4751,1,0,0,0,0,75,3,2,1,16,0,1,0,2209
1064,1,0,0,0,0,20,1,1,0,5,0,1,1,2402
7965,1,0,0,0,0,165,3,4,3,7,0,1,0,5960
2647,0,0,0,0,1,580,5,6,5,1,1,0,0,15000
2698,1,0,0,0,0,140,5,2,1,1,0,1,1,3999
102,1,0,0,0,0,31,1,1,0,6,0,1,1,2730
1346,0,0,0,0,1,45,1,1,0,1,1,1,0,1100
7,1,0,0,0,0,213,4,4,4,4,0,1,0,5477
2409,0,1,0,0,0,440,3,2,3,6,0,0,0,10600
6161,1,0,0,0,0,48,2,1,1,6,0,0,1,6052
96,0,0,0,1,0,44,1,1,0,7,0,1,0,900
3962,1,0,0,0,0,75,2,1,0,5,0,1,1,2593
929,1,0,0,0,0,70,3,1,1,14,0,0,0,2228
2915,1,0,0,0,0,42,1,1,1,13,0,0,0,3704
9832,0,0,1,0,0,90,3,2,2,2,0,1,1,3350
8876,0,0,0,1,0,105,3,2,2,6,0,1,0,2820
5040,0,1,0,0,0,157,4,3,1,12,0,1,1,4650
1784,0,1,0,0,0,117,3,2,2,10,0,1,0,7064
1296,0,1,0,0,0,300,3,3,5,1,1,1,0,3825
5100,1,0,0,0,0,181,4,5,3,5,0,1,0,4700
6268,1,0,0,0,0,74,2,3,2,24,0,1,0,3650
3642,1,0,0,0,0,50,1,1,1,13,0,1,0,2300
7736,1,0,0,0,0,40,1,1,0,1,1,0,0,1094
882,1,0,0,0,0,30,1,1,1,13,0,1,1,4000
8975,0,0,0,0,1,83,3,2,3,18,0,1,0,2795
10200,0,0,0,1,0,55,1,1,1,8,0,0,0,1460
896,0,0,0,0,1,95,3,2,2,1,0,1,0,1610
3700,0,1,0,0,0,40,1,1,0,9,0,1,0,1350
7315,1,0,0,0,0,39,1,1,1,5,0,1,0,3644
4573,1,0,0,0,0,230,3,4,4,12,0,0,0,8700
7515,1,0,0,0,0,400,4,6,1,8,0,0,0,7355
9553,0,0,1,0,0,35,1,1,0,7,0,0,0,1550
6102,1,0,0,0,0,90,3,2,2,1,0,1,0,4530
6417,1,0,0,0,0,300,3,2,1,1,1,1,0,3900
6442,0,1,0,0,0,40,1,1,1,1,0,1,0,1452
1740,0,1,0,0,0,93,2,2,3,6,0,1,1,4773
5258,1,0,0,0,0,250,3,3,2,7,0,1,1,8250
6128,0,0,1,0,0,80,2,3,1,12,0,1,1,5350
2493,0,0,0,0,1,300,5,3,6,1,1,1,0,5200
7409,0,1,0,0,0,218,3,5,2,3,0,1,1,6110
4382,1,0,0,0,0,220,3,4,4,22,0,1,0,10300
6703,0,0,0,0,1,73,1,1,0,4,0,1,0,700
4880,0,0,1,0,0,89,2,2,2,4,0,1,1,5644
10,1,0,0,0,0,26,1,1,0,2,0,1,1,2570
4675,0,0,0,0,1,200,4,3,2,1,1,1,0,5700
8269,0,1,0,0,0,147,3,3,3,1,1,1,0,2600
3752,1,0,0,0,0,55,1,1,1,3,0,0,1,5150
1605,1,0,0,0,0,58,1,1,1,13,0,1,1,5450
445,1,0,0,0,0,72,2,2,2,9,0,1,0,3230
4482,1,0,0,0,0,45,2,1,1,12,0,1,0,1890
7142,0,1,0,0,0,320,4,4,2,13,0,1,1,6000
167,1,0,0,0,0,90,1,2,2,9,0,1,1,3898
8976,1,0,0,0,0,55,2,1,0,1,1,1,0,1730
5506,1,0,0,0,0,400,2,5,4,1,1,1,0,6000
7821,1,0,0,0,0,290,5,3,3,6,0,1,0,7900
7405,0,0,0,0,1,327,4,4,2,1,1,1,0,8799
9816,0,1,0,0,0,50,1,1,0,10,0,1,0,1600
619,1,0,0,0,0,35,1,1,1,1,0,1,0,977
2770,0,0,0,1,0,120,2,1,0,3,0,1,0,1930
10168,0,0,1,0,0,40,1,1,0,2,0,1,0,2878
503,1,0,0,0,0,95,3,2,0,1,1,1,0,1590
7673,0,0,0,0,1,117,3,1,1,1,1,1,0,1530
7578,1,0,0,0,0,33,1,1,1,5,0,1,1,4313
7964,0,0,1,0,0,60,1,1,1,12,0,0,1,4262
5085,0,0,0,0,1,260,3,2,4,1,1,1,0,2600
4334,0,0,1,0,0,60,2,1,0,3,0,1,1,2600
1757,0,0,0,0,1,27,1,1,0,2,0,0,0,1167
3294,0,0,1,0,0,75,2,1,0,1,0,1,1,3940
1932,1,0,0,0,0,270,3,3,3,16,0,1,0,15800
2349,1,0,0,0,0,72,2,2,2,6,0,0,0,3860
10519,1,0,0,0,0,189,3,3,0,5,0,1,0,6050
6353,1,0,0,0,0,215,3,3,2,1,0,0,1,18000
6124,0,0,1,0,0,40,1,2,0,7,0,1,0,2300
2645,0,0,0,0,1,430,4,5,3,7,0,1,0,9945
1659,1,0,0,0,0,42,1,1,1,9,0,1,1,4365
7908,1,0,0,0,0,306,4,3,4,12,0,0,0,8771
4709,0,0,0,1,0,100,2,1,0,16,0,1,0,1450
10674,0,0,1,0,0,135,4,2,1,1,1,1,0,3300
4319,0,0,1,0,0,40,1,2,0,11,0,1,0,2580
9885,1,0,0,0,0,70,2,1,1,14,0,1,0,2976
385,0,0,1,0,0,53,2,1,0,3,0,0,0,2335
2640,1,0,0,0,0,122,3,2,1,9,0,1,0,7566
218,0,0,1,0,0,45,1,1,0,8,0,1,0,2470
1946,0,0,1,0,0,600,7,6,1,12,0,0,1,16300
2469,1,0,0,0,0,36,1,1,0,6,0,1,0,1900
8994,0,0,0,1,0,55,1,1,1,7,0,1,0,1180
6742,1,0,0,0,0,90,2,2,2,7,0,1,0,4670
1748,0,0,1,0,0,180,2,3,1,3,0,1,1,11000
3870,0,0,0,0,1,110,2,3,0,2,0,1,0,3500
6602,1,0,0,0,0,444,4,4,5,1,1,1,1,10000
1993,1,0,0,0,0,400,5,4,2,12,0,1,0,4675
464,0,0,0,0,1,45,2,1,0,1,1,1,0,1350
4680,0,0,0,1,0,80,3,1,4,1,1,1,0,5500
9246,1,0,0,0,0,37,1,1,1,1,0,0,1,2896
2841,1,0,0,0,0,220,4,3,3,20,0,1,1,7580
5328,1,0,0,0,0,135,2,3,1,19,0,0,1,10745
10080,1,0,0,0,0,50,2,1,1,2,0,0,1,2049
4764,0,1,0,0,0,302,4,4,3,2,0,1,0,11073
